Department Prefix,Department,Sr no.,Type,Course Code,Course Name,Course Type,Course content category,Instructor(s),Venue,Slot,Division,Biometric Attendance Enabled?,Registration Limit,Restrictions,Division Definition
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,40,timetable,BB 627,Medical Imaging Methods,Theory,Interdisciplinary STEM Course.,I - Hari M. Varma,FirstHalf,3 Mon-3A-11:35:00-12:30:00- Thu-3C-11:35:00-12:30:00- Tue-3B-11:35:00-12:30:00-,M,,300,,
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,41,timetable,BB 633,Movement Neuroscience,Theory,Interdisciplinary STEM Course.,I - Neeta Kanekar,FirstHalf,8 Mon-8A-14:00:00-15:25:00- Thu-8B-14:00:00-15:25:00-,,,35,,
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,42,timetable,BB 633,Movement Neuroscience,Theory,Interdisciplinary STEM Course.,I - Neeta Kanekar,FirstHalf,8 Mon-8A-14:00:00-15:25:00- Thu-8B-14:00:00-15:25:00-,M,,5,,
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,43,timetable,BB 653,Experimental Techniques in Biomedical Engineering,Lab,Advanced Course.,A - Ambarish Kunwar A - Deepak Kumar Agrawal A - Nivethida Thirugnanasambandam I - Sandeep Kumar Kalva,FullSemester,L Wed-LX-14:00:00-16:55:00-,,,40,View Restrictions for Course BB 653 Course Code Batch Year Department Program Allowed Overridable BB 653 ALL Biosciences and Bioengineering Dual Degree (M.Tech. + Ph.D.) Allowed Non-Overridable BB 653 ALL Biosciences and Bioengineering M.Tech. Allowed Non-Overridable BB 653 ALL Biosciences and Bioengineering Ph.D. Allowed Non-Overridable BB 653 ALL ALL ALL Deny Non-Overridable,
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,44,timetable,BB 659,Applied Microbiology and Biotechnology Laboratory,Lab,Interdisciplinary STEM Course.,I - Prashant Sitakant Phale,FullSemester,L Fri-L4-14:00:00-16:55:00- Thu-L3-14:00:00-16:55:00-,,,40,,
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,45,timetable,BB 661,Biopotentials I: Cellular Signals,Theory,Interdisciplinary STEM Course.,I - Rohit Manchanda,FirstHalf,9 Mon-9A-15:30:00-16:55:00- Thu-9B-15:30:00-16:55:00-,,,15,,
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,46,timetable,BB 663,Medical Imaging Physics,Theory,Advanced Course.,I - Debjani Paul,SecondHalf,3 Mon-3A-11:35:00-12:30:00- Thu-3C-11:35:00-12:30:00- Tue-3B-11:35:00-12:30:00-,,,30,View Restrictions for Course BB 663 Course Code Batch Year Department Program Allowed Overridable BB 663 ALL Biosciences and Bioengineering Dual Degree (M.Tech. + Ph.D.) Allowed Non-Overridable BB 663 ALL Biosciences and Bioengineering M.Tech. Allowed Non-Overridable BB 663 ALL Biosciences and Bioengineering Ph.D. Allowed Non-Overridable BB 663 ALL ALL ALL Deny Non-Overridable,
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,47,timetable,BB 665,Biomaterials,Theory,Interdisciplinary STEM Course.,I - Prakriti Tayalia,FirstHalf,7 Fri-7B-11:05:00-12:30:00- Wed-7A-11:05:00-12:30:00-,,,100,,
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,48,timetable,BB 669,Signals & Systems in Biomedical Engineering,Theory,Advanced Course.,I - Ambarish Kunwar,SecondHalf,6 Fri-6B-09:30:00-10:55:00- Wed-6A-09:30:00-10:55:00-,,,40,View Restrictions for Course BB 669 Course Code Batch Year Department Program Allowed Overridable BB 669 ALL Biosciences and Bioengineering Dual Degree (M.Tech. + Ph.D.) Allowed Non-Overridable BB 669 ALL Biosciences and Bioengineering M.Tech. Allowed Non-Overridable BB 669 ALL Biosciences and Bioengineering Ph.D. Allowed Non-Overridable BB 669 ALL ALL ALL Deny Non-Overridable,
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,49,timetable,BB 673,Medical Sensors,Theory,Interdisciplinary STEM Course.,I - Mukherji Soumyo,SecondHalf,3 Mon-3A-11:35:00-12:30:00- Thu-3C-11:35:00-12:30:00- Tue-3B-11:35:00-12:30:00-,,,300,,
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,50,timetable,BB 677,Introduction to Biomechanics,Theory,Interdisciplinary STEM Course.,I - Tuhin  Roy,FirstHalf,9 Mon-9A-15:30:00-16:55:00- Thu-9B-15:30:00-16:55:00-,,,35,,
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,51,timetable,BB 677,Introduction to Biomechanics,Theory,Interdisciplinary STEM Course.,I - Tuhin  Roy,FirstHalf,9 Mon-9A-15:30:00-16:55:00- Thu-9B-15:30:00-16:55:00-,M,,5,,
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,52,timetable,BB 679,Drug Delivery,Theory,Interdisciplinary STEM Course.,I - Prakriti Tayalia,SecondHalf,7 Fri-7B-11:05:00-12:30:00- Wed-7A-11:05:00-12:30:00-,,,100,,
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,53,timetable,BB 681,Biological Physics at Microscopic Scales,Theory,Interdisciplinary STEM Course.,I - Ambarish Kunwar,FullSemester,7 Fri-7B-11:05:00-12:30:00- Wed-7A-11:05:00-12:30:00-,,,40,,
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,54,timetable,BB 681,Biological Physics at Microscopic Scales,Theory,Interdisciplinary STEM Course.,I - Ambarish Kunwar,FullSemester,7 Fri-7B-11:05:00-12:30:00- Wed-7A-11:05:00-12:30:00-,M,,5,,
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,55,timetable,BB 683,Introduction to Quantum Science,Theory,Interdisciplinary STEM Course.,I - Hari M. Varma,SecondHalf,8 Mon-8A-14:00:00-15:25:00- Thu-8B-14:00:00-15:25:00-,,,300,,
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,56,timetable,BB 683,Introduction to Quantum Science,Theory,Interdisciplinary STEM Course.,I - Hari M. Varma,SecondHalf,8 Mon-8A-14:00:00-15:25:00- Thu-8B-14:00:00-15:25:00-,M,,300,,
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,57,timetable,BB 701,Research Proposal,Seminar,Advanced Course.,I - Tuhin  Roy,FullSemester,,,,40,,
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,58,timetable,BB 706,Fundamental and Practical Aspects of Microscopy,Theory,Interdisciplinary STEM Course.,I - Roop Mallik,FullSemester,7 Fri-7B-11:05:00-12:30:00- Wed-7A-11:05:00-12:30:00-,,,50,View Restrictions for Course BB 706 Course Code Batch Year Department Program Allowed Overridable BB 706 ALL ALL ALL Allowed Non-Overridable BB 706 ALL ALL B.Des. Deny Non-Overridable BB 706 ALL ALL B.S. Deny Non-Overridable BB 706 ALL ALL B.Sc. (3-year) Deny Non-Overridable BB 706 ALL ALL B.S.+ M.Sc. Dual Degree Deny Non-Overridable BB 706 ALL ALL B.Tech. Deny Non-Overridable BB 706 ALL ALL DDDP Deny Non-Overridable BB 706 ALL ALL Dual Degree (B.Des. + M.Des.) Deny Non-Overridable BB 706 ALL ALL Dual Degree (B.Tech. + M.Tech.) Deny Non-Overridable,
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,59,tutorial,BB 708,Introduction to Quantitative Physiology,Theory,,A - Deepak Kumar Agrawal I - Nivethida Thirugnanasambandam,FullSemester,2 Mon-2A-10:35:00-11:30:00- Tue-2B-10:35:00-11:30:00-,,,,,
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,60,timetable,BB 708,Introduction to Quantitative Physiology,Theory,Advanced Course.,A - Deepak Kumar Agrawal I - Nivethida Thirugnanasambandam,FullSemester,L Fri-L4-14:00:00-16:55:00-,,,40,,
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,61,timetable,BB 709,Mathematics for Biomedical Data Analysis,Theory,Advanced Course.,I - Deepak Kumar Agrawal,FullSemester,7 Fri-7B-11:05:00-12:30:00- Wed-7A-11:05:00-12:30:00-,,,50,View Restrictions for Course BB 709 Course Code Batch Year Department Program Allowed Overridable BB 709 ALL Biosciences and Bioengineering M.Tech. Allowed Non-Overridable BB 709 ALL ALL ALL Deny Non-Overridable,
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,62,timetable,BB 797,I Stage Project,Project Stage 1,Advanced Course.,I - Sandeep Kumar Kalva,FullSemester,,,,40,,
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,63,timetable,BB 899,Communication Skills,Non-credit,Interdisciplinary STEM Course.,A - Debjani Paul A - Nivethida Thirugnanasambandam A - Roop Mallik A - Sushil Kumar A - Swapnil Rohidas Shinde A - Tuhin  Roy I - Sreelaja Nair,FullSemester,1 Mon-1A-09:30:00-10:25:00- Thu-1C-09:30:00-10:25:00- Tue-1B-09:30:00-10:25:00-,,,0,View Restrictions for Course BB 899 Course Code Batch Year Department Program Allowed Overridable BB 899 ALL ALL ALL Deny Non-Overridable,
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,64,timetable,BBS801,Seminar,Seminar,Advanced Course.,I - Shamik Rabindranath Sen,FullSemester,,,,50,,
"BS,BT,BM,BB,BBS",Biosciences and Bioengineering,65,timetable,BM 659,Elements of Circuits and Instrumentation,Theory,Advanced Course.,I - Ambarish Kunwar,FirstHalf,6 Fri-6B-09:30:00-10:55:00- Wed-6A-09:30:00-10:55:00-,,,40,View Restrictions for Course BM 659 Course Code Batch Year Department Program Allowed Overridable BM 659 ALL Biosciences and Bioengineering Dual Degree (M.Tech. + Ph.D.) Allowed Non-Overridable BM 659 ALL Biosciences and Bioengineering M.Tech. Allowed Non-Overridable BM 659 ALL Biosciences and Bioengineering Ph.D. Allowed Non-Overridable BM 659 ALL ALL ALL Deny Non-Overridable,
"CE,CES",Civil Engineering,1,timetable,CE 103,Introduction to Civil Engineering,Theory,Interdisciplinary STEM Course.,I - Albert Thomas I - Nagendra Rao Velaga,Class Room : LC 301 FullSemester,11 Fri-11B-15:30:00-16:55:00-Class Room : LC 301 Tue-11A-15:30:00-16:55:00-Class Room : LC 301 Tue-4A-08:00:00-09:25:00-Class Room : LC 301,,Biometric Enabled,300,,View Section Detail for Course CE 103 Sections based on first year divisions for under-graduates
"CE,CES",Civil Engineering,2,tutorial,CE 203,Solid Mechanics,Theory,,I - Naresh Kotumal Chandiramani,FullSemester,8 Thu-8B-14:00:00-15:25:00-,S1,,,,"View Section Detail for Course CE 203 S1 25B0601,25B0602,25B0603,25B0604,25B0605,25B0606,25B0607,25B0608,25B0609,25B0610,25B0611,25B0612,25B0613,25B0614,25B0615,25B0616,25B0617,25B0618,25B0619,25B0620,25B0621,25B0622,25B0623,25B0624,25B0625,25B0626,25B0627,25B0628,25B0629,25B0630,25B0631,25B0632,25B0633,25B0634,25B0635,25B0636,25B0637,25B0638,25B0639,25B0640,25B0641,25B0642,25B0643,25B0644,25B0645,25B0646,25B0647,25B0648, S2 25B0650,25B0651,25B0652,25B0653,25B0654,25B0655,25B0656,25B0657,25B0658,25B0659,25B0660,25B0661,25B0662,25B0663,25B0664,25B0665,25B0666,25B0667,25B0668,25B0669,25B0670,25B0671,25B0672,25B0673,25B0674,25B0675,25B0676,25B0677,25B0678,25B0679,25B0680,25B0681,25B0682,25B0683,25B0684,25B0685,25B0686,25B0687,25B0688,25B0689,25B0690,25B0691,25B0692,25B0693,25B0694,25B0695,25B0696,25B0697, S3 25B0698,25B0699,25B0700,25B0701,25B0702,25B0703,25B0704,25B0705,25B0706,25B0707,25B0708,25B0709,25B0710,25B0711,25B0712,25B0713,25B0714,25B0716,25B0717,25B0718,25B0719,25B0720,25B0721,25B0722,25B0723,25B0724,25B0725,25B0726,25B0727,25B0728,25B0729,25B0731,25B0732,25B0733,25B0734,25B0735,25B0736,25B0737,25B0738,25B0739,25B0740,25B0741,25B0742,25B0743,25B0744,25B0745,25B0746,25B0747,"
"CE,CES",Civil Engineering,3,timetable,CE 203,Solid Mechanics,Theory,Interdisciplinary STEM Course.,I - Naresh Kotumal Chandiramani,FullSemester,6 Fri-6B-09:30:00-10:55:00- Wed-6A-09:30:00-10:55:00-,S1,,60,,"View Section Detail for Course CE 203 S1 25B0601,25B0602,25B0603,25B0604,25B0605,25B0606,25B0607,25B0608,25B0609,25B0610,25B0611,25B0612,25B0613,25B0614,25B0615,25B0616,25B0617,25B0618,25B0619,25B0620,25B0621,25B0622,25B0623,25B0624,25B0625,25B0626,25B0627,25B0628,25B0629,25B0630,25B0631,25B0632,25B0633,25B0634,25B0635,25B0636,25B0637,25B0638,25B0639,25B0640,25B0641,25B0642,25B0643,25B0644,25B0645,25B0646,25B0647,25B0648, S2 25B0650,25B0651,25B0652,25B0653,25B0654,25B0655,25B0656,25B0657,25B0658,25B0659,25B0660,25B0661,25B0662,25B0663,25B0664,25B0665,25B0666,25B0667,25B0668,25B0669,25B0670,25B0671,25B0672,25B0673,25B0674,25B0675,25B0676,25B0677,25B0678,25B0679,25B0680,25B0681,25B0682,25B0683,25B0684,25B0685,25B0686,25B0687,25B0688,25B0689,25B0690,25B0691,25B0692,25B0693,25B0694,25B0695,25B0696,25B0697, S3 25B0698,25B0699,25B0700,25B0701,25B0702,25B0703,25B0704,25B0705,25B0706,25B0707,25B0708,25B0709,25B0710,25B0711,25B0712,25B0713,25B0714,25B0716,25B0717,25B0718,25B0719,25B0720,25B0721,25B0722,25B0723,25B0724,25B0725,25B0726,25B0727,25B0728,25B0729,25B0731,25B0732,25B0733,25B0734,25B0735,25B0736,25B0737,25B0738,25B0739,25B0740,25B0741,25B0742,25B0743,25B0744,25B0745,25B0746,25B0747,"
"CE,CES",Civil Engineering,4,timetable,CE 203,Solid Mechanics,Theory,Interdisciplinary STEM Course.,I - Najeeb Mohammad Shariff,Room No. 209 FullSemester,6 Fri-6B-09:30:00-10:55:00-Room No. 209 Wed-6A-09:30:00-10:55:00-Room No. 209,S2,,60,,"View Section Detail for Course CE 203 S1 25B0601,25B0602,25B0603,25B0604,25B0605,25B0606,25B0607,25B0608,25B0609,25B0610,25B0611,25B0612,25B0613,25B0614,25B0615,25B0616,25B0617,25B0618,25B0619,25B0620,25B0621,25B0622,25B0623,25B0624,25B0625,25B0626,25B0627,25B0628,25B0629,25B0630,25B0631,25B0632,25B0633,25B0634,25B0635,25B0636,25B0637,25B0638,25B0639,25B0640,25B0641,25B0642,25B0643,25B0644,25B0645,25B0646,25B0647,25B0648, S2 25B0650,25B0651,25B0652,25B0653,25B0654,25B0655,25B0656,25B0657,25B0658,25B0659,25B0660,25B0661,25B0662,25B0663,25B0664,25B0665,25B0666,25B0667,25B0668,25B0669,25B0670,25B0671,25B0672,25B0673,25B0674,25B0675,25B0676,25B0677,25B0678,25B0679,25B0680,25B0681,25B0682,25B0683,25B0684,25B0685,25B0686,25B0687,25B0688,25B0689,25B0690,25B0691,25B0692,25B0693,25B0694,25B0695,25B0696,25B0697, S3 25B0698,25B0699,25B0700,25B0701,25B0702,25B0703,25B0704,25B0705,25B0706,25B0707,25B0708,25B0709,25B0710,25B0711,25B0712,25B0713,25B0714,25B0716,25B0717,25B0718,25B0719,25B0720,25B0721,25B0722,25B0723,25B0724,25B0725,25B0726,25B0727,25B0728,25B0729,25B0731,25B0732,25B0733,25B0734,25B0735,25B0736,25B0737,25B0738,25B0739,25B0740,25B0741,25B0742,25B0743,25B0744,25B0745,25B0746,25B0747,"
"CE,CES",Civil Engineering,5,tutorial,CE 203,Solid Mechanics,Theory,,I - Najeeb Mohammad Shariff,FullSemester,8 Thu-8B-14:00:00-15:25:00-,S2,,,,"View Section Detail for Course CE 203 S1 25B0601,25B0602,25B0603,25B0604,25B0605,25B0606,25B0607,25B0608,25B0609,25B0610,25B0611,25B0612,25B0613,25B0614,25B0615,25B0616,25B0617,25B0618,25B0619,25B0620,25B0621,25B0622,25B0623,25B0624,25B0625,25B0626,25B0627,25B0628,25B0629,25B0630,25B0631,25B0632,25B0633,25B0634,25B0635,25B0636,25B0637,25B0638,25B0639,25B0640,25B0641,25B0642,25B0643,25B0644,25B0645,25B0646,25B0647,25B0648, S2 25B0650,25B0651,25B0652,25B0653,25B0654,25B0655,25B0656,25B0657,25B0658,25B0659,25B0660,25B0661,25B0662,25B0663,25B0664,25B0665,25B0666,25B0667,25B0668,25B0669,25B0670,25B0671,25B0672,25B0673,25B0674,25B0675,25B0676,25B0677,25B0678,25B0679,25B0680,25B0681,25B0682,25B0683,25B0684,25B0685,25B0686,25B0687,25B0688,25B0689,25B0690,25B0691,25B0692,25B0693,25B0694,25B0695,25B0696,25B0697, S3 25B0698,25B0699,25B0700,25B0701,25B0702,25B0703,25B0704,25B0705,25B0706,25B0707,25B0708,25B0709,25B0710,25B0711,25B0712,25B0713,25B0714,25B0716,25B0717,25B0718,25B0719,25B0720,25B0721,25B0722,25B0723,25B0724,25B0725,25B0726,25B0727,25B0728,25B0729,25B0731,25B0732,25B0733,25B0734,25B0735,25B0736,25B0737,25B0738,25B0739,25B0740,25B0741,25B0742,25B0743,25B0744,25B0745,25B0746,25B0747,"
"CE,CES",Civil Engineering,6,tutorial,CE 203,Solid Mechanics,Theory,,I - Jayadipta Ghosh,FullSemester,8 Thu-8B-14:00:00-15:25:00-,S3,,,,"View Section Detail for Course CE 203 S1 25B0601,25B0602,25B0603,25B0604,25B0605,25B0606,25B0607,25B0608,25B0609,25B0610,25B0611,25B0612,25B0613,25B0614,25B0615,25B0616,25B0617,25B0618,25B0619,25B0620,25B0621,25B0622,25B0623,25B0624,25B0625,25B0626,25B0627,25B0628,25B0629,25B0630,25B0631,25B0632,25B0633,25B0634,25B0635,25B0636,25B0637,25B0638,25B0639,25B0640,25B0641,25B0642,25B0643,25B0644,25B0645,25B0646,25B0647,25B0648, S2 25B0650,25B0651,25B0652,25B0653,25B0654,25B0655,25B0656,25B0657,25B0658,25B0659,25B0660,25B0661,25B0662,25B0663,25B0664,25B0665,25B0666,25B0667,25B0668,25B0669,25B0670,25B0671,25B0672,25B0673,25B0674,25B0675,25B0676,25B0677,25B0678,25B0679,25B0680,25B0681,25B0682,25B0683,25B0684,25B0685,25B0686,25B0687,25B0688,25B0689,25B0690,25B0691,25B0692,25B0693,25B0694,25B0695,25B0696,25B0697, S3 25B0698,25B0699,25B0700,25B0701,25B0702,25B0703,25B0704,25B0705,25B0706,25B0707,25B0708,25B0709,25B0710,25B0711,25B0712,25B0713,25B0714,25B0716,25B0717,25B0718,25B0719,25B0720,25B0721,25B0722,25B0723,25B0724,25B0725,25B0726,25B0727,25B0728,25B0729,25B0731,25B0732,25B0733,25B0734,25B0735,25B0736,25B0737,25B0738,25B0739,25B0740,25B0741,25B0742,25B0743,25B0744,25B0745,25B0746,25B0747,"
"CE,CES",Civil Engineering,7,timetable,CE 203,Solid Mechanics,Theory,Interdisciplinary STEM Course.,I - Jayadipta Ghosh,Room No. 212 FullSemester,6 Fri-6B-09:30:00-10:55:00-Room No. 212 Wed-6A-09:30:00-10:55:00-Room No. 212,S3,,60,,"View Section Detail for Course CE 203 S1 25B0601,25B0602,25B0603,25B0604,25B0605,25B0606,25B0607,25B0608,25B0609,25B0610,25B0611,25B0612,25B0613,25B0614,25B0615,25B0616,25B0617,25B0618,25B0619,25B0620,25B0621,25B0622,25B0623,25B0624,25B0625,25B0626,25B0627,25B0628,25B0629,25B0630,25B0631,25B0632,25B0633,25B0634,25B0635,25B0636,25B0637,25B0638,25B0639,25B0640,25B0641,25B0642,25B0643,25B0644,25B0645,25B0646,25B0647,25B0648, S2 25B0650,25B0651,25B0652,25B0653,25B0654,25B0655,25B0656,25B0657,25B0658,25B0659,25B0660,25B0661,25B0662,25B0663,25B0664,25B0665,25B0666,25B0667,25B0668,25B0669,25B0670,25B0671,25B0672,25B0673,25B0674,25B0675,25B0676,25B0677,25B0678,25B0679,25B0680,25B0681,25B0682,25B0683,25B0684,25B0685,25B0686,25B0687,25B0688,25B0689,25B0690,25B0691,25B0692,25B0693,25B0694,25B0695,25B0696,25B0697, S3 25B0698,25B0699,25B0700,25B0701,25B0702,25B0703,25B0704,25B0705,25B0706,25B0707,25B0708,25B0709,25B0710,25B0711,25B0712,25B0713,25B0714,25B0716,25B0717,25B0718,25B0719,25B0720,25B0721,25B0722,25B0723,25B0724,25B0725,25B0726,25B0727,25B0728,25B0729,25B0731,25B0732,25B0733,25B0734,25B0735,25B0736,25B0737,25B0738,25B0739,25B0740,25B0741,25B0742,25B0743,25B0744,25B0745,25B0746,25B0747,"
"CE,CES",Civil Engineering,8,timetable,CE 207,Hydromechanics,Theory,Interdisciplinary STEM Course.,I - Basudev Biswal,FullSemester,2 Mon-2A-10:35:00-11:30:00- Thu-2C-10:35:00-11:30:00- Tue-2B-10:35:00-11:30:00-,S1,,60,,"View Section Detail for Course CE 207 S1 25B0601,25B0602,25B0603,25B0604,25B0605,25B0606,25B0607,25B0608,25B0609,25B0610,25B0611,25B0612,25B0613,25B0614,25B0615,25B0616,25B0617,25B0618,25B0619,25B0620,25B0621,25B0622,25B0623,25B0624,25B0625,25B0626,25B0627,25B0628,25B0629,25B0630,25B0631,25B0632,25B0633,25B0634,25B0635,25B0636,25B0637,25B0638,25B0639,25B0640,25B0641,25B0642,25B0643,25B0644,25B0645,25B0646,25B0647,25B0648, S2 25B0650,25B0651,25B0652,25B0653,25B0654,25B0655,25B0656,25B0657,25B0658,25B0659,25B0660,25B0661,25B0662,25B0663,25B0664,25B0665,25B0666,25B0667,25B0668,25B0669,25B0670,25B0671,25B0672,25B0673,25B0674,25B0675,25B0676,25B0677,25B0678,25B0679,25B0680,25B0681,25B0682,25B0683,25B0684,25B0685,25B0686,25B0687,25B0688,25B0689,25B0690,25B0691,25B0692,25B0693,25B0694,25B0695,25B0696,25B0697, S3 25B0698,25B0699,25B0700,25B0701,25B0702,25B0703,25B0704,25B0705,25B0706,25B0707,25B0708,25B0709,25B0710,25B0711,25B0712,25B0713,25B0714,25B0716,25B0717,25B0718,25B0719,25B0720,25B0721,25B0722,25B0723,25B0724,25B0725,25B0726,25B0727,25B0728,25B0729,25B0731,25B0732,25B0733,25B0734,25B0735,25B0736,25B0737,25B0738,25B0739,25B0740,25B0741,25B0742,25B0743,25B0744,25B0745,25B0746,25B0747,"
"CE,CES",Civil Engineering,9,timetable,CE 207,Hydromechanics,Theory,Interdisciplinary STEM Course.,I - Srineash V.K.,FullSemester,2 Mon-2A-10:35:00-11:30:00- Thu-2C-10:35:00-11:30:00- Tue-2B-10:35:00-11:30:00-,S2,,60,,"View Section Detail for Course CE 207 S1 25B0601,25B0602,25B0603,25B0604,25B0605,25B0606,25B0607,25B0608,25B0609,25B0610,25B0611,25B0612,25B0613,25B0614,25B0615,25B0616,25B0617,25B0618,25B0619,25B0620,25B0621,25B0622,25B0623,25B0624,25B0625,25B0626,25B0627,25B0628,25B0629,25B0630,25B0631,25B0632,25B0633,25B0634,25B0635,25B0636,25B0637,25B0638,25B0639,25B0640,25B0641,25B0642,25B0643,25B0644,25B0645,25B0646,25B0647,25B0648, S2 25B0650,25B0651,25B0652,25B0653,25B0654,25B0655,25B0656,25B0657,25B0658,25B0659,25B0660,25B0661,25B0662,25B0663,25B0664,25B0665,25B0666,25B0667,25B0668,25B0669,25B0670,25B0671,25B0672,25B0673,25B0674,25B0675,25B0676,25B0677,25B0678,25B0679,25B0680,25B0681,25B0682,25B0683,25B0684,25B0685,25B0686,25B0687,25B0688,25B0689,25B0690,25B0691,25B0692,25B0693,25B0694,25B0695,25B0696,25B0697, S3 25B0698,25B0699,25B0700,25B0701,25B0702,25B0703,25B0704,25B0705,25B0706,25B0707,25B0708,25B0709,25B0710,25B0711,25B0712,25B0713,25B0714,25B0716,25B0717,25B0718,25B0719,25B0720,25B0721,25B0722,25B0723,25B0724,25B0725,25B0726,25B0727,25B0728,25B0729,25B0731,25B0732,25B0733,25B0734,25B0735,25B0736,25B0737,25B0738,25B0739,25B0740,25B0741,25B0742,25B0743,25B0744,25B0745,25B0746,25B0747,"
"CE,CES",Civil Engineering,10,timetable,CE 207,Hydromechanics,Theory,Interdisciplinary STEM Course.,I - Anshul  Yadav,FullSemester,2 Mon-2A-10:35:00-11:30:00- Thu-2C-10:35:00-11:30:00- Tue-2B-10:35:00-11:30:00-,S3,,60,,"View Section Detail for Course CE 207 S1 25B0601,25B0602,25B0603,25B0604,25B0605,25B0606,25B0607,25B0608,25B0609,25B0610,25B0611,25B0612,25B0613,25B0614,25B0615,25B0616,25B0617,25B0618,25B0619,25B0620,25B0621,25B0622,25B0623,25B0624,25B0625,25B0626,25B0627,25B0628,25B0629,25B0630,25B0631,25B0632,25B0633,25B0634,25B0635,25B0636,25B0637,25B0638,25B0639,25B0640,25B0641,25B0642,25B0643,25B0644,25B0645,25B0646,25B0647,25B0648, S2 25B0650,25B0651,25B0652,25B0653,25B0654,25B0655,25B0656,25B0657,25B0658,25B0659,25B0660,25B0661,25B0662,25B0663,25B0664,25B0665,25B0666,25B0667,25B0668,25B0669,25B0670,25B0671,25B0672,25B0673,25B0674,25B0675,25B0676,25B0677,25B0678,25B0679,25B0680,25B0681,25B0682,25B0683,25B0684,25B0685,25B0686,25B0687,25B0688,25B0689,25B0690,25B0691,25B0692,25B0693,25B0694,25B0695,25B0696,25B0697, S3 25B0698,25B0699,25B0700,25B0701,25B0702,25B0703,25B0704,25B0705,25B0706,25B0707,25B0708,25B0709,25B0710,25B0711,25B0712,25B0713,25B0714,25B0716,25B0717,25B0718,25B0719,25B0720,25B0721,25B0722,25B0723,25B0724,25B0725,25B0726,25B0727,25B0728,25B0729,25B0731,25B0732,25B0733,25B0734,25B0735,25B0736,25B0737,25B0738,25B0739,25B0740,25B0741,25B0742,25B0743,25B0744,25B0745,25B0746,25B0747,"
