CourseCode,CourseName,CourseCredit,Type,Courses,Applicable forDepartment(s),Applicable forprogram(s),InstructorConsent,Remark,Qualifyingdiscipline
MA 410,Multivariable Calculus,6,prerequiste,MA 403,All Department,"- B.Des.
- B.S.
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- Dual Degree (B.Des. + M.Des.)
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree (M.Sc. + M.Phil.)
- Dual Degree (M.Sc. + M.Tech.)
- Dual Degree (M.Sc. + Ph.D.)
- Dual Degree (M.Tech. + Ph.D.)
- EMBA
- IDDDP
- Integrated M.Sc. (5-Year)
- Master of Public Policy
- MBA
- M.Des.
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. by Research (Exit degree)
- M.Sc.
- M.S. (Exit Degree)
- M.Tech.
- M.Tech. (Exit Degree)
- M-UDE
- P.G.D.I.I.T (Exit Degree)
- Ph.D.
- Preparatory Course
- Visiting Students
",Conditional,Exposure to MA 403,
MA 412,Complex Analysis,8,equivalent,,Other than Self Department,"- B.Des.
- B.S.
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- Dual Degree (B.Des. + M.Des.)
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.A. + Ph.D.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree (M.Sc. + M.Phil.)
- Dual Degree (M.Sc. + M.Tech.)
- Dual Degree (M.Sc. + Ph.D.)
- Dual Degree (M.Tech. + Ph.D.)
- EMBA
- IDDDP
- Integrated M.Sc. (5-Year)
- Master of Public Policy
- MBA
- M.Des.
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. by Research
- M.S. by Research (Exit degree)
- M.Sc.
- M.S. (Exit Degree)
- M.Tech.
- M.Tech. (Exit Degree)
- M-UDE
- P.G.D.I.I.T (Exit Degree)
- Ph.D.
- Preparatory Course
- Visiting Students
",Required,,
MA 412,Complex Analysis,8,prerequiste,,Other than Self Department,"- B.Des.
- B.S.
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- Dual Degree (B.Des. + M.Des.)
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.A. + Ph.D.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree (M.Sc. + M.Phil.)
- Dual Degree (M.Sc. + M.Tech.)
- Dual Degree (M.Sc. + Ph.D.)
- Dual Degree (M.Tech. + Ph.D.)
- EMBA
- IDDDP
- Integrated M.Sc. (5-Year)
- Master of Public Policy
- MBA
- M.Des.
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. by Research
- M.S. by Research (Exit degree)
- M.Sc.
- M.S. (Exit Degree)
- M.Tech.
- M.Tech. (Exit Degree)
- M-UDE
- P.G.D.I.I.T (Exit Degree)
- Ph.D.
- Preparatory Course
- Visiting Students
",Required,,
MA 414,Algebra I,8,prerequiste,MA 401 AND MA 419,All Department,"- B. A. (3-year)
- Bachelor of Design (3-year)
- B.Des.
- B.S.
- B.Sc. (3-year)
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- Dual Degree (B.Des. + M.Des.)
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.A. + Ph.D.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree (MPP + Ph.D.)
- Dual Degree (M.S. by Research + Ph.D.)
- Dual Degree (M.Sc. + M.Phil.)
- Dual Degree (M.Sc.+ M.S. by Research)
- Dual Degree (M.Sc. + M.Tech.)
- Dual Degree (M.Sc. + Ph.D.)
- Dual Degree (M.Tech. + M.S. by Research)
- Dual Degree (M.Tech. + Ph.D.)
- EMBA
- IDDDP
- Integrated M.Sc. (5-Year)
- M.A.
- M.A. by Research
- M.A. by Research (Exit degree)
- M.A. (Exit degree)
- Master in Development Practice
- Master of Public Policy
- MBA
- M.Des.
- M.Des. by Research
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. by Research
- M.S. by Research (Exit degree)
- M.Sc.
- M.Sc. (Exit Degree)
- M.S. (Exit Degree)
- M.Tech.
- M.Tech. (Exit Degree)
- M-UDE
- P.G.D.I.I.T (Exit Degree)
- Ph.D.
- Preparatory Course
- Visiting Students
",Conditional,Exposure to MA 401 AND MA 419,
MA 417,Ordinary Differential Equations,8,prerequiste,,Other than Self Department,"- Bachelor of Design (3-year)
- B.Des.
- B.S.
- B.Sc. (3-year)
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- DDDP
- Dual Degree (B.Des. + M.Des.)
- Dual Degree (B.Tech. + M.Sc.)
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree (MPP + Ph.D.)
- Dual Degree (M.S. by Research + Ph.D.)
- Dual Degree (M.Sc. + M.Phil.)
- Dual Degree (M.Sc.+ M.S. by Research)
- Dual Degree (M.Sc. + M.Tech.)
- Dual Degree (M.Sc. + Ph.D.)
- Dual Degree (M.Tech. + Ph.D.)
- IDDDP
- Integrated M.Sc. (5-Year)
- M.A. by Research (Exit degree)
- Master in Development Practice
- MBA
- M.Des.
- M.Des. by Research
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. by Research (Exit degree)
- M.Sc.
- M.Sc. (Exit Degree)
- M.S. (Exit Degree)
- M.Tech.
- P.G.D.I.I.T (Exit Degree)
- Ph.D.
- Postgraduate Diploma(PGD-Exit)
- Visiting Students
",Required,,
MA 419,Basic Algebra,8,prerequiste,,Other than Self Department,"- B. A. (3-year)
- Bachelor of Design (3-year)
- B.Des.
- B.S.
- B.Sc. (3-year)
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- Dual Degree (B.Des. + M.Des.)
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.A. + Ph.D.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree (MPP + Ph.D.)
- Dual Degree (M.S. by Research + Ph.D.)
- Dual Degree (M.Sc. + M.Phil.)
- Dual Degree (M.Sc.+ M.S. by Research)
- Dual Degree (M.Sc. + M.Tech.)
- Dual Degree (M.Sc. + Ph.D.)
- Dual Degree (M.Tech. + M.S. by Research)
- Dual Degree (M.Tech. + Ph.D.)
- EMBA
- IDDDP
- Integrated M.Sc. (5-Year)
- M.A.
- M.A. by Research
- M.A. by Research (Exit degree)
- M.A. (Exit degree)
- Master in Development Practice
- Master of Public Policy
- MBA
- M.Des.
- M.Des. by Research
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. by Research
- M.S. by Research (Exit degree)
- M.Sc.
- M.Sc. (Exit Degree)
- M.S. (Exit Degree)
- M.Tech.
- M.Tech. (Exit Degree)
- M-UDE
- P.G.D.I.I.T (Exit Degree)
- Ph.D.
- Preparatory Course
- Visiting Students
",Required,,
MA 503,Functional Analysis,8,prerequiste,,Other than Self Department,"- B. A. (3-year)
- Bachelor of Design (3-year)
- B.Des.
- B.S.
- B.Sc. (3-year)
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- Dual Degree (B.Des. + M.Des.)
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.A. + Ph.D.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree (MPP + Ph.D.)
- Dual Degree (M.S. by Research + Ph.D.)
- Dual Degree (M.Sc. + M.Phil.)
- Dual Degree (M.Sc.+ M.S. by Research)
- Dual Degree (M.Sc. + M.Tech.)
- Dual Degree (M.Sc. + Ph.D.)
- Dual Degree (M.Tech. + M.S. by Research)
- Dual Degree (M.Tech. + Ph.D.)
- EMBA
- IDDDP
- Integrated M.Sc. (5-Year)
- M.A.
- M.A. by Research
- M.A. by Research (Exit degree)
- M.A. (Exit degree)
- Master in Development Practice
- Master of Public Policy
- MBA
- M.Des.
- M.Des. by Research
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. by Research
- M.S. by Research (Exit degree)
- M.Sc.
- M.Sc. (Exit Degree)
- M.S. (Exit Degree)
- M.Tech.
- M.Tech. (Exit Degree)
- M-UDE
- P.G.D.I.I.T (Exit Degree)
- Ph.D.
- Preparatory Course
- Visiting Students
",Required,Exposure to MA 401 AND MA 408,
MA 504,Operators on Hilbert Spaces,6,prerequiste,MA 503,All Department,"- B.Des.
- B.S.
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- Dual Degree (B.Des. + M.Des.)
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.A. + Ph.D.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree (M.Sc. + M.Phil.)
- Dual Degree (M.Sc. + M.Tech.)
- Dual Degree (M.Sc. + Ph.D.)
- Dual Degree (M.Tech. + Ph.D.)
- EMBA
- IDDDP
- Integrated M.Sc. (5-Year)
- Master of Public Policy
- MBA
- M.Des.
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. by Research (Exit degree)
- M.Sc.
- M.S. (Exit Degree)
- M.Tech.
- M.Tech. (Exit Degree)
- M-UDE
- P.G.D.I.I.T (Exit Degree)
- Ph.D.
- Preparatory Course
- Visiting Students
",Conditional,Exposure to MA 503,
MA 508,Mathematical Methods,8,prerequiste,,All Department,"- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree (M.Tech. + Ph.D.)
- EMBA
- MBA
- M.Des.
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. by Research (Exit degree)
- M.Sc.
- M.S. (Exit Degree)
- M.Tech.
- M.Tech. (Exit Degree)
- P.G.D.I.I.T (Exit Degree)
- Ph.D.
- Visiting Students
",Required,,
MA 508,Mathematical Methods,8,prerequiste,,All Department,"- B.S.
- B.Tech.
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.Sc. + M.Tech.)
- Dual Degree (M.Sc. + Ph.D.)
- Integrated M.Sc. (5-Year)
- Preparatory Course
",Required,,
MA 510,Introduction to Algebraic Geometry,6,prerequiste,MA 414,All Department,"- B. A. (3-year)
- Bachelor of Design (3-year)
- B.Des.
- B.S.
- B.Sc. (3-year)
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- Dual Degree (B.Des. + M.Des.)
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree (MPP + Ph.D.)
- Dual Degree (M.S. by Research + Ph.D.)
- Dual Degree (M.Sc. + M.Phil.)
- Dual Degree (M.Sc.+ M.S. by Research)
- Dual Degree (M.Sc. + M.Tech.)
- Dual Degree (M.Sc. + Ph.D.)
- Dual Degree (M.Tech. + M.S. by Research)
- Dual Degree (M.Tech. + Ph.D.)
- EMBA
- IDDDP
- Integrated M.Sc. (5-Year)
- M.A.
- M.A. by Research
- M.A. (Exit degree)
- Master in Development Practice
- Master of Public Policy
- M.Des.
- M.Des. by Research
- M.Phil.
- M.S. by Research
- M.Sc.
- M.Sc. (Exit Degree)
- M.S. (Exit Degree)
- M.Tech.
- M.Tech. (Exit Degree)
- M-UDE
- Ph.D.
- Postgraduate Diploma(PGD-Exit)
- Preparatory Course
- Visiting Students
",Conditional,Exposure to MA 414,
MA 515,Partial Differential Equations,8,prerequiste,,All Department,"- Ph.D.
",Required,Exposure to SC 639,
MA 515,Partial Differential Equations,8,prerequiste,,Other than Self Department,"- B. A. (3-year)
- Bachelor of Design (3-year)
- B.Des.
- B.S.
- B.Sc. (3-year)
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- Dual Degree (B.Des. + M.Des.)
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.A. + Ph.D.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree (MPP + Ph.D.)
- Dual Degree (M.S. by Research + Ph.D.)
- Dual Degree (M.Sc. + M.Phil.)
- Dual Degree (M.Sc.+ M.S. by Research)
- Dual Degree (M.Sc. + M.Tech.)
- Dual Degree (M.Sc. + Ph.D.)
- Dual Degree (M.Tech. + M.S. by Research)
- Dual Degree (M.Tech. + Ph.D.)
- EMBA
- IDDDP
- Integrated M.Sc. (5-Year)
- M.A.
- M.A. by Research
- M.A. by Research (Exit degree)
- M.A. (Exit degree)
- Master in Development Practice
- Master of Public Policy
- MBA
- M.Des.
- M.Des. by Research
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. by Research
- M.S. by Research (Exit degree)
- M.Sc.
- M.Sc. (Exit Degree)
- M.S. (Exit Degree)
- M.Tech.
- M.Tech. (Exit Degree)
- M-UDE
- P.G.D.I.I.T (Exit Degree)
- Ph.D.
- Preparatory Course
- Visiting Students
",Required,Exposure to MA 410 AND MA 417,
MA 516,Algebraic Topology,8,prerequiste,,All Department,"- B.S.
- B.Tech.
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.Sc. + M.Tech.)
- Dual Degree (M.Sc. + Ph.D.)
- Integrated M.Sc. (5-Year)
- Preparatory Course
",Required,,
MA 516,Algebraic Topology,8,prerequiste,,All Department,"- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree (M.Tech. + Ph.D.)
- EMBA
- MBA
- M.Des.
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. by Research (Exit degree)
- M.Sc.
- M.S. (Exit Degree)
- M.Tech.
- M.Tech. (Exit Degree)
- P.G.D.I.I.T (Exit Degree)
- Ph.D.
- Visiting Students
",Required,,
MA 518,Spectral Approximation,6,prerequiste,,All Department,"- B.S.
- B.Tech.
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree (M.Sc. + M.Tech.)
- Dual Degree (M.Sc. + Ph.D.)
- Dual Degree (M.Tech. + Ph.D.)
- EMBA
- Integrated M.Sc. (5-Year)
- MBA
- M.Des.
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. by Research (Exit degree)
- M.Sc.
- M.S. (Exit Degree)
- M.Tech.
- M.Tech. (Exit Degree)
- P.G.D.I.I.T (Exit Degree)
- Ph.D.
- Preparatory Course
- Visiting Students
",Required,Exposure to MA 503,
MA 521,Theory of Analytic Functions,6,prerequiste,,Other than Self Department,"- B. A. (3-year)
- Bachelor of Design (3-year)
- B.Des.
- B.S.
- B.Sc. (3-year)
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- Dual Degree (B.Des. + M.Des.)
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.A. + Ph.D.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree (MPP + Ph.D.)
- Dual Degree (M.S. by Research + Ph.D.)
- Dual Degree (M.Sc. + M.Phil.)
- Dual Degree (M.Sc.+ M.S. by Research)
- Dual Degree (M.Sc. + M.Tech.)
- Dual Degree (M.Sc. + Ph.D.)
- Dual Degree (M.Tech. + M.S. by Research)
- Dual Degree (M.Tech. + Ph.D.)
- EMBA
- IDDDP
- Integrated M.Sc. (5-Year)
- M.A.
- M.A. by Research
- M.A. by Research (Exit degree)
- M.A. (Exit degree)
- Master in Development Practice
- Master of Public Policy
- MBA
- M.Des.
- M.Des. by Research
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. by Research
- M.S. by Research (Exit degree)
- M.Sc.
- M.Sc. (Exit Degree)
- M.S. (Exit Degree)
- M.Tech.
- M.Tech. (Exit Degree)
- M-UDE
- P.G.D.I.I.T (Exit Degree)
- Ph.D.
- Preparatory Course
- Visiting Students
",Required,Exposure to  MA 412 AND MA 403,
MA 522,Fourier Analysis and Applications,8,prerequiste,,All Department,"- B.S.
- B.Tech.
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.Sc. + M.Tech.)
- Dual Degree (M.Sc. + Ph.D.)
- Integrated M.Sc. (5-Year)
- Preparatory Course
",Required,Exposure to MA 403,
MA 522,Fourier Analysis and Applications,8,prerequiste,,All Department,"- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree (M.Tech. + Ph.D.)
- EMBA
- MBA
- M.Des.
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. by Research (Exit degree)
- M.Sc.
- M.S. (Exit Degree)
- M.Tech.
- M.Tech. (Exit Degree)
- P.G.D.I.I.T (Exit Degree)
- Ph.D.
- Visiting Students
",Required,Exposure to MA 403,
MA 523,Basic Number Theory,6,prerequiste,,Other than Self Department,"- B. A. (3-year)
- Bachelor of Design (3-year)
- B.Des.
- B.S.
- B.Sc. (3-year)
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- DDDP
- Dual Degree (B.Des. + M.Des.)
- Dual Degree (B.Tech. + M.Sc.)
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.A. + Ph.D.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree (MPP + Ph.D.)
- Dual Degree (M.S. by Research + Ph.D.)
- Dual Degree (M.Sc. + M.Phil.)
- Dual Degree (M.Sc.+ M.S. by Research)
- Dual Degree (M.Sc. + M.Tech.)
- Dual Degree (M.Sc. + Ph.D.)
- Dual Degree (M.Tech. + M.S. by Research)
- Dual Degree (M.Tech. + Ph.D.)
- EMBA
- IDDDP
- Integrated M.Sc. (5-Year)
- M.A.
- M.A. by Research
- M.A. by Research (Exit degree)
- M.A. (Exit degree)
- Master in Development Practice
- Master of Public Policy
- MBA
- M.Des.
- M.Des. by Research
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. by Research
- M.S. by Research (Exit degree)
- M.Sc.
- M.Sc. (Exit Degree)
- M.S. (Exit Degree)
- M.Tech.
- M.Tech. (Exit Degree)
- M-UDE
- P.G.D.I.I.T (Exit Degree)
- Ph.D.
- Postgraduate Diploma(PGD-Exit)
- Preparatory Course
- Visiting Students
",Required,Exposure to MA 419,
MA 524,Algebraic Number Theory,6,prerequiste,MA 414,All Department,"- B.Des.
- B.S.
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- Dual Degree (B.Des. + M.Des.)
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.A. + Ph.D.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree (M.Sc. + M.Phil.)
- Dual Degree (M.Sc. + M.Tech.)
- Dual Degree (M.Sc. + Ph.D.)
- Dual Degree (M.Tech. + Ph.D.)
- EMBA
- IDDDP
- Integrated M.Sc. (5-Year)
- Master of Public Policy
- MBA
- M.Des.
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. by Research (Exit degree)
- M.Sc.
- M.S. (Exit Degree)
- M.Tech.
- M.Tech. (Exit Degree)
- M-UDE
- P.G.D.I.I.T (Exit Degree)
- Ph.D.
- Preparatory Course
- Visiting Students
",Required,Exposure to MA 414,
MA 525,Dynamical Systems,6,prerequiste,,All Department,"- B.S.
- B.Tech.
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree (M.Sc. + M.Tech.)
- Dual Degree (M.Sc. + Ph.D.)
- Dual Degree (M.Tech. + Ph.D.)
- EMBA
- Integrated M.Sc. (5-Year)
- MBA
- M.Des.
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. by Research (Exit degree)
- M.Sc.
- M.S. (Exit Degree)
- M.Tech.
- M.Tech. (Exit Degree)
- P.G.D.I.I.T (Exit Degree)
- Ph.D.
- Preparatory Course
- Visiting Students
",Required,Exposure to  MA 417,
MA 526,Commutative Algebra,6,prerequiste,,All Department,"- B.Des.
- B.S.
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- Dual Degree (B.Des. + M.Des.)
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.A. + Ph.D.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree (M.Sc. + M.Phil.)
- Dual Degree (M.Sc. + M.Tech.)
- Dual Degree (M.Sc. + Ph.D.)
- Dual Degree (M.Tech. + Ph.D.)
- EMBA
- IDDDP
- Integrated M.Sc. (5-Year)
- Master of Public Policy
- MBA
- M.Des.
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. by Research (Exit degree)
- M.Sc.
- M.S. (Exit Degree)
- M.Tech.
- M.Tech. (Exit Degree)
- M-UDE
- P.G.D.I.I.T (Exit Degree)
- Ph.D.
- Preparatory Course
- Visiting Students
",Required,,
MA 530,Nonlinear Analysis,6,prerequiste,,All Department,"- B.S.
- B.Tech.
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree (M.Sc. + M.Tech.)
- Dual Degree (M.Sc. + Ph.D.)
- Dual Degree (M.Tech. + Ph.D.)
- EMBA
- Integrated M.Sc. (5-Year)
- MBA
- M.Des.
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. by Research (Exit degree)
- M.Sc.
- M.S. (Exit Degree)
- M.Tech.
- M.Tech. (Exit Degree)
- P.G.D.I.I.T (Exit Degree)
- Ph.D.
- Preparatory Course
- Visiting Students
",Required,Exposure to MA 503,
MA 532,Analytic Number Theory,6,prerequiste,,Self Department (Department offering this Course),"- B.Des.
- B.S.
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- Dual Degree (B.Des. + M.Des.)
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.A. + Ph.D.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree (M.Sc. + M.Phil.)
- Dual Degree (M.Sc. + M.Tech.)
- Dual Degree (M.Sc. + Ph.D.)
- Dual Degree (M.Tech. + Ph.D.)
- EMBA
- IDDDP
- Integrated M.Sc. (5-Year)
- Master of Public Policy
- MBA
- M.Des.
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. by Research (Exit degree)
- M.Sc.
- M.S. (Exit Degree)
- M.Tech.
- M.Tech. (Exit Degree)
- M-UDE
- P.G.D.I.I.T (Exit Degree)
- Ph.D.
- Preparatory Course
- Visiting Students
",Required,Exposure to MA 414 AND MA 412,
MA 533,Advanced Probability Theory,6,prerequiste,,Other than Self Department,"- B.Des.
- B.S.
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- Dual Degree (B.Des. + M.Des.)
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.A. + Ph.D.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree (M.Sc. + M.Phil.)
- Dual Degree (M.Sc. + M.Tech.)
- Dual Degree (M.Sc. + Ph.D.)
- Dual Degree (M.Tech. + Ph.D.)
- EMBA
- IDDDP
- Integrated M.Sc. (5-Year)
- Master of Public Policy
- MBA
- M.Des.
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. by Research (Exit degree)
- M.Sc.
- M.S. (Exit Degree)
- M.Tech.
- M.Tech. (Exit Degree)
- M-UDE
- P.G.D.I.I.T (Exit Degree)
- Ph.D.
- Preparatory Course
- Visiting Students
",Required,,
MA 534,Modern Theory of PDE,6,prerequiste,MA 503 AND MA 515,All Department,"- B.Des.
- B.S.
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- Dual Degree (B.Des. + M.Des.)
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.A. + Ph.D.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree (M.Sc. + M.Phil.)
- Dual Degree (M.Sc. + M.Tech.)
- Dual Degree (M.Sc. + Ph.D.)
- Dual Degree (M.Tech. + Ph.D.)
- EMBA
- IDDDP
- Integrated M.Sc. (5-Year)
- Master of Public Policy
- MBA
- M.Des.
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. by Research (Exit degree)
- M.Sc.
- M.S. (Exit Degree)
- M.Tech.
- M.Tech. (Exit Degree)
- M-UDE
- P.G.D.I.I.T (Exit Degree)
- Ph.D.
- Preparatory Course
- Visiting Students
",Conditional,Exposure to MA 503 AND MA 515,
MA 538,Representation Theory of Finite Groups,6,prerequiste,,Other than Self Department,"- B. A. (3-year)
- Bachelor of Design (3-year)
- B.Des.
- B.S.
- B.Sc. (3-year)
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- DDDP
- Dual Degree (B.Des. + M.Des.)
- Dual Degree (B.Tech. + M.Sc.)
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.A. + Ph.D.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree (MPP + Ph.D.)
- Dual Degree (M.S. by Research + Ph.D.)
- Dual Degree (M.Sc. + M.Phil.)
- Dual Degree (M.Sc.+ M.S. by Research)
- Dual Degree (M.Sc. + M.Tech.)
- Dual Degree (M.Sc. + Ph.D.)
- Dual Degree (M.Tech. + M.S. by Research)
- Dual Degree (M.Tech. + Ph.D.)
- EMBA
- IDDDP
- Integrated M.Sc. (5-Year)
- M.A.
- M.A. by Research
- M.A. by Research (Exit degree)
- M.A. (Exit degree)
- Master in Development Practice
- Master of Public Policy
- MBA
- M.Des.
- M.Des. by Research
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. by Research
- M.S. by Research (Exit degree)
- M.Sc.
- M.Sc. (Exit Degree)
- M.S. (Exit Degree)
- M.Tech.
- M.Tech. (Exit Degree)
- M-UDE
- P.G.D.I.I.T (Exit Degree)
- Ph.D.
- Postgraduate Diploma(PGD-Exit)
- Preparatory Course
- Visiting Students
",Required,Exposure to MA 414,
MA 540,Numerical Methods for Partial Differential Equations,6,prerequiste,,Self Department (Department offering this Course),"- B.Des.
- B.S.
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- Dual Degree (B.Des. + M.Des.)
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.A. + Ph.D.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree (M.Sc. + M.Phil.)
- Dual Degree (M.Sc. + M.Tech.)
- Dual Degree (M.Sc. + Ph.D.)
- Dual Degree (M.Tech. + Ph.D.)
- EMBA
- IDDDP
- Integrated M.Sc. (5-Year)
- Master of Public Policy
- MBA
- M.Des.
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. by Research (Exit degree)
- M.Sc.
- M.S. (Exit Degree)
- M.Tech.
- M.Tech. (Exit Degree)
- M-UDE
- P.G.D.I.I.T (Exit Degree)
- Ph.D.
- Preparatory Course
- Visiting Students
",Required,Exposure to MA 515 AND SI 507,
MA 556,Differential Geometry,6,prerequiste,,Other than Self Department,"- B. A. (3-year)
- Bachelor of Design (3-year)
- B.Des.
- B.S.
- B.Sc. (3-year)
- B.S.+ M.Sc. Dual Degree
- B.Tech.
- Dual Degree (B.Des. + M.Des.)
- Dual Degree (B.Tech. + M.Tech.)
- Dual Degree (M.A. + Ph.D.)
- Dual Degree (M.Phil. + Ph.D.)
- Dual Degree (MPP + Ph.D.)
- Dual Degree (M.S. by Research + Ph.D.)
- Dual Degree (M.Sc. + M.Phil.)
- Dual Degree (M.Sc.+ M.S. by Research)
- Dual Degree (M.Sc. + M.Tech.)
- Dual Degree (M.Sc. + Ph.D.)
- Dual Degree (M.Tech. + M.S. by Research)
- Dual Degree (M.Tech. + Ph.D.)
- EMBA
- IDDDP
- Integrated M.Sc. (5-Year)
- M.A.
- M.A. by Research
- M.A. by Research (Exit degree)
- M.A. (Exit degree)
- Master in Development Practice
- Master of Public Policy
- MBA
- M.Des.
- M.Des. by Research
- M.Phil.
- M.Phil. (Exit Degree)
- M.S. by Research
- M.S. by Research (Exit degree)
- M.Sc.
- M.Sc. (Exit Degree)
- M.S. (Exit Degree)
- M.Tech.
- M.Tech. (Exit Degree)
- M-UDE
- P.G.D.I.I.T (Exit Degree)
- Ph.D.
- Preparatory Course
- Visiting Students
",Required,,
